"mudLogs","xmlns","xmlns:xsi","version","mudLog","uidWell","uidWellbore","uid","nameWell","nameWellbore","name","dTim","mudLogCompany","startMd","uom","endMd","uom","relatedLog","uidRef","geologyInterval","uid","typeLithology","mdTop","uom","mdBottom","uom","dTim","ropAv","uom","ropMn","uom","ropMx","uom","wobAv","uom","tqAv","uom","rpmAv","uom","wtMudAv","uom","ecdTdAv","uom","dxcAv","lithology","uid","type","codeLith","lithPc","uom","qualifier","uid","type","mdTop","uom","mdBottom","uom","abundance","uom","commonTime","dTimLastChange","chromatograph","dTim","mdBottom","uom","methAv","uom","methMn","uom","methMx","uom","ethAv","uom","ethMn","uom","ethMx","uom","propAv","uom","propMn","uom","propMx","uom","ibutAv","uom","ibutMn","uom","ibutMx","uom","nbutAv","uom","nbutMn","uom","nbutMx","uom","ipentAv","uom","ipentMn","uom","ipentMx","uom","npentAv","uom","npentMn","uom","npentMx","uom","mudGas","gasAv","uom","gasPeak","uom","gasBackgnd","uom","commonData","sourceName","dTimCreation","dTimLastChange","itemState","priv_userLastChange","priv_ipLastChange","priv_userOwner","priv_ipOwner","priv_dTimReceived"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int20RJGJ5612","mica","1800","m","1811.1","m","3","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int20RJGJ5613","mica","1823","m","1830","m","1","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"15RJGJ56","cuttings","1800","m","1830","m","2013-11-12T07:41:06.000Z","0.009279034417","m/s","0.00614851224436057","m/s","0.00626845712375327","m/s","56190.42395","N","13348.72011","N.m","2.333905644","c/s","1400","kg/m3","1403.060441","kg/m3","0.672351373295413",,"15RJGJ562","claystone","90","95","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-21T16:02:14.000Z","1830","m","2913","ppm","21","ppm","6633","ppm","0","ppm","0","ppm","0","ppm","2","ppm","0","ppm","4","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"3577","ppm","7026","ppm","130","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15RJGJ561","dolomite","570","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int19RJGJ56","interpreted","1811.1","m","1811.6","m","2013-11-12T07:53:33.000Z","0.010044021","m/s","0.00619952289253585","m/s","0.00619952289253585","m/s","45278.931","N","12106.235","N.m","2.3426594","c/s","1400","kg/m3","1403.0592","kg/m3","0.632849029450481",,"int19RJGJ561","dolomite","570","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int18RJGJ56","interpreted","1811.6","m","1821.9","m","2013-11-12T07:53:14.000Z","0.00937745409142858","m/s","0.00620116065272351","m/s","0.00623773359501664","m/s","45049.102","N","13171.4811714286","N.m","2.33480498571429","c/s","1400","kg/m3","1403.06098857143","kg/m3","0.642964464056937",,"int18RJGJ561","claystone","90","100","%",,"int18RJGJ5611","mica","1811.6","m","1821.9","m","1","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int18RJGJ5613","pyrite","1811.6","m","1821.9","m","3","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int17RJGJ56","interpreted","1821.9","m","1823","m","2013-11-12T07:53:33.000Z","0.0100601977333333","m/s","0.00623888935918056","m/s","0.0062424225336228","m/s","66930.244","N","14990.114","N.m","2.3268926","c/s","1400","kg/m3","1403.0629","kg/m3","0.684657562821731",,"int17RJGJ561","dolomite","570","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int16RJGJ56","interpreted","1823","m","1830","m","2013-11-12T07:53:33.000Z","0.00927190715833333","m/s","0.00624401104785525","m/s","0.00626845712375327","m/s","59772.1548333333","N","13706.3080833333","N.m","2.3325563375","c/s","1400","kg/m3","1403.06434583333","kg/m3","0.685652262254974",,"int16RJGJ561","claystone","90","100","%",,"int16RJGJ5612","mica","1800","m","1811.1","m","3","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int16RJGJ5613","mica","1823","m","1830","m","1","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int16RJGJ5611","pyrite","1823","m","1830","m","3","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int21RJGJ56","interpreted","1830","m","1843.4","m","2013-11-12T09:46:02.000Z","0.00942470338863636","m/s","0.00627001587345791","m/s","0.00632821465653861","m/s","57163.2672954546","N","12864.1498863636","N.m","2.33243072954546","c/s","1400","kg/m3","1403.06786363636","kg/m3","0.673375892772567",,"int21RJGJ561","claystone","90","100","%",,"int21RJGJ5612","pyrite","1830","m","1843.4","m","5","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int21RJGJ5611","mica","1830","m","1843.4","m","3","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"16RJGJ56","cuttings","1830","m","1860","m","2013-11-12T09:42:09.000Z","0.009177465388","m/s","0.00627001587345791","m/s","0.00638689293855732","m/s","49715.0743960742","N","13526.75245","N.m","2.332633923","c/s","1400","kg/m3","1403.066001","kg/m3","0.649143267161346",,"16RJGJ561","dolomite","570","5","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-21T16:03:03.000Z","1860","m","3333","ppm","21","ppm","6449","ppm","-799920000","ppm","0","ppm","2","ppm","2","ppm","0","ppm","4","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"6179","ppm","6196","ppm","6168","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16RJGJ562","claystone","90","95","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int22RJGJ56","interpreted","1843.4","m","1844.5","m","2013-11-12T09:46:02.000Z","0.008625965875","m/s","0.00632954607527175","m/s","0.00633146098053116","m/s","73300.82075","N","15424.5425","N.m","2.33403805","c/s","1400","kg/m3","1403.07035","kg/m3","0.724227108732184",,"int22RJGJ561","dolomite","570","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int23RJGJ56","interpreted","1844.5","m","1854.9","m","2013-11-12T09:46:02.000Z","0.00898448219428571","m/s","0.00633261562781063","m/s","0.0063692815278765","m/s","37093.2461030692","N","13590.0124857143","N.m","2.33288247142857","c/s","1400","kg/m3","1403.06427714286","kg/m3","0.604367345245976",,"int23RJGJ561","claystone","90","100","%",,"int23RJGJ5613","mica","1844.5","m","1854.9","m","3","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int23RJGJ5611","pyrite","1844.5","m","1854.9","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int24RJGJ56","interpreted","1854.9","m","1855.9","m","2013-11-12T09:46:02.000Z","0.0089210348","m/s","0.00637074177849874","m/s","0.00637143966683182","m/s","59744.168","N","16661.3856666667","N.m","2.33357636666667","c/s","1400","kg/m3","1403.0629","kg/m3","0.683869942881912",,"int24RJGJ561","dolomite","570","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int25RJGJ56","interpreted","1855.9","m","1859.1","m","2013-11-12T09:46:02.000Z","0.00979595891818182","m/s","0.00637289678343395","m/s","0.00638689293855732","m/s","42303.1094545455","N","13961.7105454545","N.m","2.33282962727273","c/s","1400","kg/m3","1403.06365454545","kg/m3","0.625149348160501",,"int25RJGJ561","claystone","90","100","%",,"int25RJGJ5612","pyrite","1855.9","m","1859.1","m","5","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int26RJGJ56","interpreted","1859.1","m","1860.4","m","2013-11-12T09:46:01.000Z","0.00686619965","m/s","0.00638357368273878","m/s","0.00638705301932207","m/s","72987.181","N","14782.7455","N.m","2.328047575","c/s","1400","kg/m3","1403.06475","kg/m3","0.760882338507684",,"int26RJGJ561","dolomite","570","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"17RJGJ56","cuttings","1860","m","1890","m","2013-11-12T09:42:09.000Z","0.009094327507","m/s","0.00638705301932207","m/s","0.00649890338220016","m/s","40455.078662","N","13457.20159","N.m","2.331698775","c/s","1400","kg/m3","1403.070385","kg/m3","0.633533372468666",,"17RJGJ562","claystone","90","80","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-21T16:03:52.000Z","1890","m","3329","ppm","21","ppm","6994","ppm","-945851351","ppm","0","ppm","2","ppm","2","ppm","0","ppm","4","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"1538","ppm","1581","ppm","1492","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17RJGJ561","dolomite","570","20","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int27RJGJ56","interpreted","1860.4","m","1881.1","m","2013-11-12T09:46:01.000Z","0.00968625410869565","m/s","0.00638849379893392","m/s","0.00647763857104069","m/s","38838.9992898551","N","13439.3618695652","N.m","2.33194575652174","c/s","1400","kg/m3","1403.06878405797","kg/m3","0.617544948995863",,"int27RJGJ561","claystone","90","100","%",,"int27RJGJ5612","pyrite","1860.4","m","1881.1","m","5","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int27RJGJ5611","mica","1860.4","m","1881.1","m","1","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int28RJGJ56","interpreted","1881.1","m","1882.2","m","2013-11-12T09:46:01.000Z","0.00905565335","m/s","0.00647866937203562","m/s","0.00648209099709584","m/s","45517.68625","N","13726.09525","N.m","2.331665725","c/s","1400","kg/m3","1403.07285","kg/m3","0.647941755759813",,"int28RJGJ561","dolomite","570","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int29RJGJ56","interpreted","1882.2","m","1885.9","m","2013-11-12T09:46:01.000Z","0.00915377435","m/s","0.00648328538067529","m/s","0.00649552453479562","m/s","40877.4041666667","N","13381.2185","N.m","2.331638125","c/s","1400","kg/m3","1403.0737","kg/m3","0.632905919398582",,"int29RJGJ561","claystone","90","100","%",,"int29RJGJ5611","pyrite","1882.2","m","1885.9","m","3","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int30RJGJ56","interpreted","1885.9","m","1888","m","2013-11-12T09:46:01.000Z","0.00599476884285714","m/s","0.00647735543099376","m/s","0.00649890338220016","m/s","65658.9315714286","N","13998.4828571429","N.m","2.33364198571429","c/s","1400","kg/m3","1403.07474285714","kg/m3","0.782070720469818",,"int30RJGJ561","dolomite","570","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int34RJGJ56","interpreted","1888","m","1909.8","m","2013-11-12T14:33:41.000Z","0.00970241291369863","m/s","0.0064742977259698","m/s","0.00656953313906628","m/s","28928.6234273973","N","13586.3368835616","N.m","2.33170987260274","c/s","1400","kg/m3","1403.07919178082","kg/m3","0.583981756611933",,"int34RJGJ561","claystone","90","100","%",,"int34RJGJ5611","mica","1888","m","1909.8","m","1","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int34RJGJ5612","pyrite","1888","m","1909.8","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"20RJGJ56","cuttings","1890","m","1920","m","2013-11-12T14:33:41.000Z","0.009904273346","m/s","0.00648386973812942","m/s","0.00660865734111686","m/s","33030.21839","N","13722.041955","N.m","2.332241959","c/s","1400","kg/m3","1403.081557","kg/m3","0.593629618103237",,"20RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-21T16:04:41.000Z","1920","m","3241","ppm","21","ppm","7098","ppm","0","ppm","0","ppm","0","ppm","2","ppm","0","ppm","4","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"7731","ppm","7737","ppm","7718","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int33RJGJ56","interpreted","1909.8","m","1930.2","m","2013-11-12T14:33:41.000Z","0.00890624700882352","m/s","0.00657097170056896","m/s","0.00662410407757634","m/s","44594.3956323529","N","13834.4529117647","N.m","2.33252165735294","c/s","1400","kg/m3","1403.08734117647","kg/m3","0.646516145619636",,"int33RJGJ561","claystone","90","100","%",,"int33RJGJ5613","mica","1909.8","m","1930.2","m","3","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int33RJGJ5612","pyrite","1930.2","m","1950.2","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int33RJGJ5611","pyrite","1909.8","m","1930.2","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"19RJGJ56","cuttings","1920","m","1950","m","2013-11-12T13:25:01.000Z","0.009038399802","m/s","0.00660776913461888","m/s","0.00668707985781157","m/s","47357.11568","N","14237.52985","N.m","2.33374743","c/s","1400","kg/m3","1403.092882","kg/m3","0.65290332401993",,"19RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-21T16:05:30.000Z","1950","m","2449","ppm","21","ppm","6446","ppm","0","ppm","0","ppm","0","ppm","2","ppm","0","ppm","4","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"5323","ppm","5329","ppm","5319","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int32RJGJ56","interpreted","1930.2","m","1950.2","m","2013-11-12T14:33:41.000Z","0.00947775308333333","m/s","0.00662478789848009","m/s","0.00668707985781157","m/s","46307.138530303","N","14469.0558333333","N.m","2.33442132878788","c/s","1400","kg/m3","1403.09473030303","kg/m3","0.642505615874443",,"int32RJGJ561","claystone","90","100","%",,"int32RJGJ5613","mica","1909.8","m","1930.2","m","3","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int32RJGJ5611","mica","1930.2","m","1950.2","m","1","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int32RJGJ5612","pyrite","1930.2","m","1950.2","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"18RJGJ56","cuttings","1950","m","1980","m","2013-11-12T14:33:41.000Z","0.008886386497","m/s","0.00668824543503501","m/s","0.0068893443","m/s","41118.5803","N","13954.26524","N.m","2.331955606","c/s","1400","kg/m3","1403.108768","kg/m3","0.634502473500004",,"18RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-21T16:06:19.000Z","1980","m","2540","ppm","21","ppm","5002","ppm","0","ppm","0","ppm","0","ppm","2","ppm","0","ppm","4","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"3135","ppm","6155","ppm","126","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int31RJGJ56","interpreted","1950.2","m","1970.4","m","2013-11-12T14:33:41.000Z","0.00834204180147059","m/s","0.00668824543503501","m/s","0.0068556706","m/s","49042.7764264706","N","13634.7077647059","N.m","2.33163981764706","c/s","1400","kg/m3","1403.10325","kg/m3","0.669214149735699",,"int31RJGJ561","claystone","90","100","%",,"int31RJGJ5612","mica","1950.2","m","1970.4","m","3","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int31RJGJ5611","pyrite","1950.2","m","1970.4","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int36RJGJ56","interpreted","1970.4","m","1990.2","m","2013-11-12T14:35:18.000Z","0.0100414637606061","m/s","0.0068560889","m/s","0.0069250053","m/s","26298.2129090909","N","14478.0174242424","N.m","2.3327422","c/s","1400","kg/m3","1403.12261666667","kg/m3","0.568362763469232",,"int36RJGJ561","claystone","90","100","%",,"int36RJGJ5612","mica","1990.2","m","2003","m","1","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int36RJGJ5611","mica","1970.4","m","1990.2","m","1","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int36RJGJ5613","pyrite","1970.4","m","1990.2","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"21RJGJ56","cuttings","1980","m","2010","m","2013-11-12T14:33:41.000Z","0.009429334516","m/s","0.0068904083","m/s","0.0069635108","m/s","33761.5745578125","N","14428.57718","N.m","2.332604769","c/s","1400","kg/m3","1403.126149","kg/m3","0.60588340457158",,"21RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-21T16:07:08.000Z","2010","m","3383","ppm","15","ppm","6622","ppm","0","ppm","0","ppm","6","ppm","1","ppm","0","ppm","4","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"3404","ppm","3483","ppm","3288","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int35RJGJ56","interpreted","1990.2","m","2003","m","2013-11-12T14:35:18.000Z","0.00958500297142857","m/s","0.0069260453","m/s","0.0069628126","m/s","36590.6014047619","N","14486.976","N.m","2.33387608095238","c/s","1400","kg/m3","1403.12943809524","kg/m3","0.612051168705682",,"int35RJGJ561","claystone","90","100","%",,"int35RJGJ5613","pyrite","1970.4","m","1990.2","m","5","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int35RJGJ5611","pyrite","1990.2","m","2003","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int35RJGJ5612","mica","1990.2","m","2003","m","1","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int45RJGJ56","interpreted","2003","m","2020","m","2013-11-13T21:16:14.000Z","0.00934986344385965","m/s","0.0069357634","m/s","0.0069855202","m/s","40533.3355926535","N","15071.1890526316","N.m","2.33265998245614","c/s","1400","kg/m3","1403.13022280702","kg/m3","0.630151577812766",,"int45RJGJ561","claystone","90","100","%",,"int45RJGJ5611","pyrite","2090","m","2100","m","5","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int45RJGJ5612","pyrite","2003","m","2020","m","1","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"24RJGJ56","cuttings","2010","m","2040","m","2013-11-14T01:12:54.000Z","0.009793909063","m/s","0.0068955089","m/s","0.0070270067","m/s","47976.3132434375","N","15475.23221","N.m","2.331518453","c/s","1400","kg/m3","1403.12604","kg/m3","0.643311969626638",,"24RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-21T16:07:57.000Z","2040","m","1289","ppm","21","ppm","3116","ppm","0","ppm","0","ppm","0","ppm","-4171011429","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"1688","ppm","1697","ppm","1679","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int44RJGJ56","interpreted","2020","m","2030","m","2013-11-13T21:16:14.000Z","0.0100302253030303","m/s","0.0069865021","m/s","0.0070174873","m/s","47650.8837575758","N","14782.3806969697","N.m","2.33238885454545","c/s","1400","kg/m3","1403.13958181818","kg/m3","0.638401820919912",,"int44RJGJ561","claystone","90","100","%",,"int44RJGJ5613","pyrite","2080","m","2090","m","5","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int44RJGJ5611","pyrite","2020","m","2030","m","1","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int43RJGJ56","interpreted","2030","m","2040","m","2013-11-13T21:16:14.000Z","0.00924875825882353","m/s","0.0068955089","m/s","0.0070270067","m/s","52805.0414512868","N","16110.8486470588","N.m","2.3277101","c/s","1400","kg/m3","1403.10343235294","kg/m3","0.666447973161824",,"int43RJGJ561","claystone","90","100","%",,"int43RJGJ5612","pyrite","2030","m","2040","m","1","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
